"Almanzar",1.0e-03
"Almaraz",2.0e-03
"Almazan",1.0e-03
"Almeida",4.0e-03
"Almendarez",1.0e-03
"Almodovar",1.0e-03
"Almon",1.0e-03
"Almond",3.0e-03
"Almonte",2.0e-03
"Alongi",1.0e-03
"Alonso",5.0e-03
"Alonzo",6.0e-03
"Alpert",1.0e-03
"Alphin",1.0e-03
"Alsop",1.0e-03
"Alston",0.01
"Alsup",1.0e-03
"Alt",1.0e-03
"Altamirano",2.0e-03
"Alter",1.0e-03
"Althoff",1.0e-03
"Altieri",1.0e-03
"Altizer",1.0e-03
"Altman",6.0e-03
"Altom",1.0e-03
"Alton",2.0e-03
"Alva",1.0e-03
"Alvarado",0.02
"Alvardo",1.0e-03
"Alvarenga",1.0e-03
"Alvares",1.0e-03
"Alvarez",0.04
"Alverez",1.0e-03
"Alverson",1.0e-03
"Alves",3.0e-03
"Alvey",1.0e-03
"Alvis",1.0e-03
"Alvord",1.0e-03
"Amado",1.0e-03
"Amador",4.0e-03
"Amaker",1.0e-03
"Aman",1.0e-03
"Amann",1.0e-03
"Amar",1.0e-03
"Amaral",3.0e-03
"Amaro",2.0e-03
"Amato",4.0e-03
"Amaya",5.0e-03
"Ambler",1.0e-03
"Ambriz",2.0e-03
"Ambrose",6.0e-03
"Ambrosino",1.0e-03
"Amburgey",1.0e-03
"Amedee",1.0e-03
"Amen",1.0e-03
"Amend",1.0e-03
"Amendola",1.0e-03
"Ament",1.0e-03
"Amerson",2.0e-03
"Ames",0.01
"Amey",1.0e-03
"Amezcua",1.0e-03
"Amezquita",1.0e-03
"Amick",2.0e-03
"Amico",1.0e-03
"Amidon",1.0e-03
"Amin",2.0e-03
"Amis",1.0e-03
"Ammerman",1.0e-03
"Ammon",1.0e-03
"Ammons",4.0e-03
"Amon",1.0e-03
"Amore",1.0e-03
"Amoroso",1.0e-03
"Amos",0.01
"Amundsen",1.0e-03
"Amundson",3.0e-03
"Amy",1.0e-03
"An",1.0e-03
"Anaya",7.0e-03
"Ancheta",1.0e-03
"Anchondo",1.0e-03
"Anders",5.0e-03
"Andersen",0.01
"Anderson",0.31
"Anderton",2.0e-03
"Andes",1.0e-03
"Anding",1.0e-03
"Andino",1.0e-03
"Andrade",0.01
"Andre",3.0e-03
"Andreas",1.0e-03
"Andreasen",1.0e-03
"Andres",3.0e-03
"Andresen",2.0e-03
"Andress",1.0e-03
"Andrew",5.0e-03
"Andrews",0.05
"Andrus",3.0e-03
"Andrzejewski",1.0e-03
"Andujar",1.0e-03
"Ang",1.0e-03
"Ange",1.0e-03
"Angel",5.0e-03
"Angeles",2.0e-03
"Angell",2.0e-03
"Angelo",3.0e-03
"Angle",2.0e-03
"Anglin",4.0e-03
"Anguiano",2.0e-03
"Angulo",3.0e-03
"Angus",1.0e-03
"Anker",1.0e-03
"Ankney",1.0e-03
"Annis",2.0e-03
"Annunziata",1.0e-03
"Ansari",1.0e-03
"Ansell",1.0e-03
"Anselmo",1.0e-03
"Ansley",2.0e-03
"Anson",2.0e-03
"Anspach",1.0e-03
"Anstett",1.0e-03
"Anthony",0.02
"Antle",1.0e-03
"Antoine",3.0e-03
"Anton",2.0e-03
"Antone",1.0e-03
"Antonelli",1.0e-03
"Antonio",3.0e-03
"Antonucci",1.0e-03
"Antunez",1.0e-03
"Anwar",1.0e-03
"Anzalone",1.0e-03
"Aoki",1.0e-03
"Aparicio",2.0e-03
"Apel",1.0e-03
"Apgar",1.0e-03
"Apodaca",4.0e-03
"Aponte",6.0e-03
"Appel",3.0e-03
"Appell",1.0e-03
"Apperson",1.0e-03
"Apple",3.0e-03
"Applebaum",1.0e-03
"Appleby",2.0e-03
"Applegate",4.0e-03
"Appleton",3.0e-03
"Applewhite",2.0e-03
"Applin",1.0e-03
"Appling",2.0e-03
"April",1.0e-03
"Aquilar",1.0e-03
"Aquino",5.0e-03
"Aquirre",1.0e-03
"Aragon",6.0e-03
"Araiza",1.0e-03
"Arakaki",1.0e-03
"Arambula",1.0e-03
"Arana",2.0e-03
"Aranda",4.0e-03
"Arango",1.0e-03
"Arant",1.0e-03
"Araujo",3.0e-03
"Arbogast",2.0e-03
"Arbour",1.0e-03
"Arbuckle",1.0e-03
"Arcand",1.0e-03
"Arce",5.0e-03
"Arceneaux",2.0e-03
"Arceo",1.0e-03
"Archambault",1.0e-03
"Archer",0.01
"Archey",1.0e-03
"Archibald",4.0e-03
"Archie",3.0e-03
"Archuleta",4.0e-03
"Arciniega",1.0e-03
"Arcuri",1.0e-03
"Ard",2.0e-03
"Arden",1.0e-03
"Ardis",1.0e-03
"Ardito",1.0e-03
"Ardoin",2.0e-03
"Arechiga",1.0e-03
"Arehart",1.0e-03
"Arellano",8.0e-03
"Arena",2.0e-03
"Arenas",2.0e-03
"Arend",1.0e-03
"Arends",1.0e-03
"Arendt",1.0e-03
"Arent",1.0e-03
"Arevalo",4.0e-03
"Argo",2.0e-03
"Arguelles",1.0e-03
"Arguello",2.0e-03
"Argueta",2.0e-03
"Arias",0.01
"Arispe",1.0e-03
"Arizmendi",1.0e-03
"Arledge",1.0e-03
"Arline",1.0e-03
"Armand",1.0e-03
"Armas",1.0e-03
"Armbruster",2.0e-03
"Armendariz",2.0e-03
"Armenta",3.0e-03
"Armentrout",1.0e-03
"Armer",1.0e-03
"Armes",1.0e-03
"Armijo",3.0e-03
"Armistead",1.0e-03
"Armitage",1.0e-03
"Armor",1.0e-03
"Armour",2.0e-03
"Arms",1.0e-03
"Armstead",4.0e-03
"Armstrong",0.05
"Armwood",1.0e-03
"Arndt",4.0e-03
"Arner",1.0e-03
"Arneson",1.0e-03
"Arnett",5.0e-03
"Arnette",1.0e-03
"Arney",1.0e-03
"Arno",1.0e-03
"Arnold",0.05
"Arnone",1.0e-03
"Arnott",1.0e-03
"Arnwine",1.0e-03
"Arocha",1.0e-03
"Arocho",1.0e-03
"Aron",1.0e-03
"Aronson",2.0e-03
"Arp",1.0e-03
"Arpin",1.0e-03
"Arrant",1.0e-03
"Arredondo",7.0e-03
"Arreguin",1.0e-03
"Arrellano",1.0e-03
"Arreola",3.0e-03
"Arrey",1.0e-03
"Arriaga",3.0e-03
"Arrieta",1.0e-03
"Arrington",0.01
"Arriola",2.0e-03
"Arrowood",2.0e-03
"Arroyo",0.01
"Arruda",2.0e-03
"Arsenault",4.0e-03
"Arteaga",4.0e-03
"Arter",1.0e-03
"Arterburn",1.0e-03
"Arthur",0.01
"Arthurs",1.0e-03
"Artiaga",1.0e-03
"Artis",5.0e-03
"Artman",1.0e-03
"Artrip",1.0e-03
"Artz",1.0e-03
"Arvidson",1.0e-03
"Arvin",1.0e-03
"Arviso",1.0e-03
"Arvizu",1.0e-03
"Arwood",1.0e-03
"Ary",1.0e-03
"Arzola",1.0e-03
"Asaro",1.0e-03
"Asay",1.0e-03
"Asberry",1.0e-03
"Asbury",3.0e-03
"Ascencio",1.0e-03
"Asencio",1.0e-03
"Ash",9.0e-03
"Ashbaugh",1.0e-03
"Ashbrook",1.0e-03
"Ashburn",2.0e-03
"Ashby",7.0e-03
"Ashcraft",5.0e-03
"Ashcroft",1.0e-03
"Ashe",3.0e-03
"Asher",5.0e-03
"Ashford",4.0e-03
"Ashley",0.01
"Ashlock",1.0e-03
"Ashman",1.0e-03
"Ashmore",3.0e-03
"Ashton",5.0e-03
"Ashurst",1.0e-03
"Ashworth",4.0e-03
"Askew",7.0e-03
"Askins",1.0e-03
"Asmus",1.0e-03
"Astle",1.0e-03
"Aston",2.0e-03
"Astorga",1.0e-03
"Astudillo",1.0e-03
"Asuncion",1.0e-03
"Atchison",3.0e-03
"Atchley",2.0e-03
"Aten",1.0e-03
"Atencio",2.0e-03
"Ater",1.0e-03
"Atherton",3.0e-03
"Athey",1.0e-03
"Atkin",1.0e-03
"Atkins",0.02
"Atkinson",0.01
"Atkison",1.0e-03
"Atlas",1.0e-03
"Atnip",1.0e-03
"Attaway",2.0e-03
"Attebery",1.0e-03
"Atterberry",1.0e-03
"Attwood",1.0e-03
"Atwater",1.0e-03
"Atwell",4.0e-03
"Atwood",7.0e-03
"Au",1.0e-03
"Aube",1.0e-03
"Aubin",1.0e-03
"Aubrey",1.0e-03
"Aubry",1.0e-03
"Aubuchon",1.0e-03
"Auclair",1.0e-03
"Aucoin",2.0e-03
"Audet",1.0e-03
"Audette",2.0e-03
"Auer",1.0e-03
"Auerbach",1.0e-03
"Auger",2.0e-03
"August",3.0e-03
"Auguste",1.0e-03
"Augustin",1.0e-03
"Augustine",5.0e-03
"Augustus",1.0e-03
"Auld",1.0e-03
"Ault",3.0e-03
"Aultman",1.0e-03
"Auman",1.0e-03
"Aumiller",1.0e-03
"Aurand",1.0e-03
"Aust",1.0e-03
"Austin",0.05
"Austria",1.0e-03
"Auten",2.0e-03
"Authement",1.0e-03
"Autrey",2.0e-03
"Autry",3.0e-03
"Auxier",1.0e-03
"Auyeung",1.0e-03
"Auzenne",1.0e-03
"Avallone",1.0e-03
"Avalos",6.0e-03
"Avans",1.0e-03
"Avant",2.0e-03
"Avelar",2.0e-03
"Avendano",1.0e-03
"Avent",1.0e-03
"Avera",1.0e-03
"Averett",1.0e-03
"Averill",2.0e-03
"Avery",0.01
"Avey",1.0e-03
"Avila",0.01
"Aviles",6.0e-03
"Avilla",1.0e-03
"Avina",1.0e-03
"Avis",1.0e-03
"Avitia",1.0e-03
"Awad",1.0e-03
"Axelson",1.0e-03
"Axford",1.0e-03
"Axtell",1.0e-03
"Ayala",0.02
"Aybar",1.0e-03
"Aycock",2.0e-03
"Ayer",1.0e-03
"Ayers",0.01
"Aylward",1.0e-03
"Ayon",1.0e-03
"Ayotte",2.0e-03
"Ayoub",1.0e-03
"Ayres",4.0e-03
"Azar",1.0e-03
"Azevedo",2.0e-03
"Aziz",1.0e-03
"Azure",1.0e-03
"Baade",1.0e-03
"Babb",7.0e-03
"Babbitt",2.0e-03
"Babcock",7.0e-03
"Baber",2.0e-03
"Babich",1.0e-03
"Babin",4.0e-03
"Babineau",1.0e-03
"Babineaux",2.0e-03
"Baca",9.0e-03
"Bacchus",1.0e-03
"Baccus",1.0e-03
"Bach",3.0e-03
"Bachand",1.0e-03
"Bachelder",1.0e-03
"Bacher",1.0e-03
"Bachman",4.0e-03
"Bachmann",1.0e-03
"Bachus",1.0e-03
"Back",3.0e-03
"Backer",1.0e-03
"Backes",1.0e-03
"Backlund",1.0e-03
"Backman",2.0e-03
"Backstrom",1.0e-03
"Backus",2.0e-03
"Bacon",0.01
"Bacote",1.0e-03
"Bad",1.0e-03
"Bade",1.0e-03
"Baden",1.0e-03
"Bader",3.0e-03
"Badger",4.0e-03
"Badgett",1.0e-03
"Badgley",1.0e-03
"Badilla",1.0e-03
"Badillo",3.0e-03
"Baehr",1.0e-03
"Baer",5.0e-03
"Baez",8.0e-03
"Baeza",2.0e-03
"Bagby",2.0e-03
"Baggett",6.0e-03
"Baggs",1.0e-03
"Bagley",6.0e-03
"Bagwell",4.0e-03
"Bahe",1.0e-03
"Bahena",2.0e-03
"Bahr",2.0e-03
"Baier",2.0e-03
"Bail",1.0e-03
"Bailes",1.0e-03
"Bailey",0.11
"Baillargeon",1.0e-03
"Baillie",1.0e-03
"Baily",2.0e-03
"Bain",7.0e-03
"Bainbridge",1.0e-03
"Baine",1.0e-03
"Baines",3.0e-03
"Bains",1.0e-03
"Bainter",1.0e-03
"Bair",4.0e-03
"Baird",0.01
"Baisden",1.0e-03
"Baisley",1.0e-03
"Baity",1.0e-03
"Baize",1.0e-03
"Bak",1.0e-03
"Baker",0.17
"Bakke",1.0e-03
"Bakken",1.0e-03
"Bakker",1.0e-03
"Bakos",1.0e-03
"Balas",1.0e-03
"Balbuena",1.0e-03
"Balch",2.0e-03
"Balcom",1.0e-03
"Balderas",3.0e-03
"Balderrama",1.0e-03
"Baldree",1.0e-03
"Baldridge",2.0e-03
"Balducci",1.0e-03
"Baldwin",0.03
"Bale",1.0e-03
"Balentine",1.0e-03
"Bales",5.0e-03
"Baley",1.0e-03
"Balfour",1.0e-03
"Balk",1.0e-03
"Balke",1.0e-03
"Ball",0.03
"Ballance",1.0e-03
"Ballantyne",1.0e-03
"Ballard",0.02
"Ballenger",2.0e-03
"Ballentine",1.0e-03
"Ballesteros",2.0e-03
"Ballew",2.0e-03
"Balling",1.0e-03
"Ballinger",2.0e-03
"Ballou",2.0e-03
"Balls",1.0e-03
"Ballweg",1.0e-03
"Balmer",1.0e-03
"Balog",1.0e-03
"Balogh",1.0e-03
"Balsamo",1.0e-03
"Balser",1.0e-03
"Baltazar",2.0e-03
"Baltes",1.0e-03
"Baltimore",1.0e-03
"Baltz",1.0e-03
"Baltzell",1.0e-03
"Balzer",1.0e-03
"Banach",1.0e-03
"Banas",1.0e-03
"Bancroft",2.0e-03
"Banda",4.0e-03
"Bandy",4.0e-03
"Bane",2.0e-03
"Banes",1.0e-03
"Baney",1.0e-03
"Banfield",1.0e-03
"Bang",1.0e-03
"Bangert",1.0e-03
"Bangs",1.0e-03
"Banh",1.0e-03
"Banister",2.0e-03
"Bank",1.0e-03
"Banker",2.0e-03
"Bankhead",1.0e-03
"Banks",0.04
"Bankston",3.0e-03
"Banner",2.0e-03
"Bannerman",1.0e-03
"Banning",1.0e-03
"Bannister",4.0e-03
"Bannon",2.0e-03
"Banta",2.0e-03
"Banton",1.0e-03
"Banuelos",3.0e-03
"Baptist",1.0e-03
"Baptista",1.0e-03
"Baptiste",4.0e-03
"Barahona",1.0e-03
"Barajas",8.0e-03
"Baran",2.0e-03
"Baranowski",1.0e-03
"Baratta",1.0e-03
"Barb",1.0e-03
"Barba",3.0e-03
"Barbagallo",1.0e-03
"Barbara",1.0e-03
"Barbeau",1.0e-03
"Barbee",5.0e-03
"Barber",0.03
"Barbera",1.0e-03
"Barbieri",1.0e-03
"Barbosa",4.0e-03
"Barbour",6.0e-03
"Barboza",2.0e-03
"Barcenas",1.0e-03
"Barcia",1.0e-03
"Barclay",5.0e-03
"Barco",1.0e-03
"Barcomb",1.0e-03
"Barcus",1.0e-03
"Bard",2.0e-03
"Barden",3.0e-03
"Bardin",1.0e-03
"Bardsley",1.0e-03
"Bardwell",1.0e-03
"Bare",2.0e-03
"Barefield",1.0e-03
"Barefoot",1.0e-03
"Barela",3.0e-03
"Barfield",5.0e-03
"Barga",1.0e-03
"Bargas",1.0e-03
"Barge",1.0e-03
"Barger",6.0e-03
"Bargo",1.0e-03
"Barham",3.0e-03
"Barhorst",2.0e-03
"Baril",1.0e-03
"Barile",1.0e-03
"Bark",1.0e-03
"Barker",0.03
"Barkley",5.0e-03
"Barkman",1.0e-03
"Barks",1.0e-03
"Barksdale",5.0e-03
"Barlett",1.0e-03
"Barley",1.0e-03
"Barlow",0.01
"Barlowe",1.0e-03
"Barmore",1.0e-03
"Barna",1.0e-03
"Barnaby",1.0e-03
"Barnard",9.0e-03
"Barner",2.0e-03
"Barnes",0.09
"Barnett",0.03
"Barnette",4.0e-03
"Barney",6.0e-03
"Barnhardt",1.0e-03
"Barnhart",7.0e-03
"Barnhill",4.0e-03
"Barnhouse",1.0e-03
"Barns",2.0e-03
"Barnum",2.0e-03
"Barnwell",2.0e-03
"Baro",1.0e-03
"Baron",6.0e-03
"Barone",3.0e-03
"Barr",0.01
"Barra",1.0e-03
"Barragan",2.0e-03
"Barras",1.0e-03
"Barratt",1.0e-03
"Barraza",4.0e-03
"Barre",1.0e-03
"Barreiro",1.0e-03
"Barren",1.0e-03
"Barrentine",1.0e-03
"Barrera",0.01
"Barreras",1.0e-03
"Barret",1.0e-03
"Barreto",3.0e-03
"Barrett",0.03
"Barrette",1.0e-03
"Barrick",1.0e-03
"Barrie",1.0e-03
"Barrientes",1.0e-03
"Barrientez",1.0e-03
"Barrientos",3.0e-03
"Barrier",2.0e-03
"Barriga",1.0e-03
"Barringer",2.0e-03
"Barrington",2.0e-03
"Barrios",6.0e-03
"Barron",0.01
"Barros",2.0e-03
"Barroso",1.0e-03
"Barrow",7.0e-03
"Barrows",4.0e-03
"Barry",0.01
"Barstow",1.0e-03
"Bart",1.0e-03
"Barta",1.0e-03
"Bartee",1.0e-03
"Bartel",2.0e-03
"Bartell",1.0e-03
"Bartels",3.0e-03
"Bartelt",1.0e-03
"Barter",1.0e-03
"Barth",6.0e-03
"Barthel",1.0e-03
"Bartholomew",5.0e-03
"Bartlett",0.01
"Bartley",7.0e-03
"Bartling",1.0e-03
"Bartlow",1.0e-03
"Barto",1.0e-03
"Bartolome",1.0e-03
"Barton",0.02
"Bartos",1.0e-03
"Bartow",1.0e-03
"Bartram",1.0e-03
"Bartsch",1.0e-03
"Bartz",2.0e-03
"Barwick",1.0e-03
"Basaldua",1.0e-03
"Bascom",1.0e-03
"Basel",1.0e-03
"Bash",2.0e-03
"Basham",4.0e-03
"Bashaw",1.0e-03
"Bashir",1.0e-03
"Basil",1.0e-03
"Basile",2.0e-03
"Basinger",1.0e-03
"Baskerville",2.0e-03
"Baskett",1.0e-03
"Baskin",3.0e-03
"Basler",1.0e-03
"Basnight",1.0e-03
"Basquez",1.0e-03
"Bass",0.02
"Bassett",8.0e-03
"Bassham",1.0e-03
"Bassler",1.0e-03
"Basso",2.0e-03
"Bast",1.0e-03
"Bastarache",1.0e-03
"Bastian",2.0e-03
"Bastien",1.0e-03
"Batchelder",2.0e-03
"Batchelor",4.0e-03
"Bate",1.0e-03
"Bateman",7.0e-03
"Bates",0.03
"Batey",2.0e-03
"Bath",1.0e-03
"Batie",1.0e-03
"Batista",4.0e-03
"Batiste",3.0e-03
"Bator",1.0e-03
"Batres",1.0e-03
"Batson",3.0e-03
"Batt",1.0e-03
"Battaglia",3.0e-03
"Batten",3.0e-03
"Battin",1.0e-03
"Battista",1.0e-03
"Battiste",1.0e-03
"Battle",0.01
"Battles",3.0e-03
"Batton",1.0e-03
"Batts",5.0e-03
"Batty",1.0e-03
"Baty",1.0e-03
"Batz",1.0e-03
"Bauch",1.0e-03
"Baucom",1.0e-03
"Bauder",1.0e-03
"Baudoin",1.0e-03
"Bauer",0.01
"Baugh",5.0e-03
"Baugher",2.0e-03
"Baughman",5.0e-03
"Baughn",1.0e-03
"Baum",6.0e-03
"Bauman",5.0e-03
"Baumann",3.0e-03
"Baumbach",1.0e-03
"Baumeister",1.0e-03
"Baumer",1.0e-03
"Baumgardner",3.0e-03
"Baumgart",1.0e-03
"Baumgarten",1.0e-03
"Baumgartner",3.0e-03
"Baur",1.0e-03
"Bautista",8.0e-03
"Baver",1.0e-03
"Bax",1.0e-03
"Baxley",3.0e-03
"Baxter",0.02
"Bay",2.0e-03
"Bayer",3.0e-03
"Bayerl",1.0e-03
"Bayles",1.0e-03
"Bayless",2.0e-03
"Baylis",1.0e-03
"Bayliss",1.0e-03
"Baylor",3.0e-03
"Bayne",3.0e-03
"Baynes",1.0e-03
"Bays",3.0e-03
"Baysinger",1.0e-03
"Bazan",1.0e-03
"Baze",1.0e-03
"Bazemore",1.0e-03
"Bazile",1.0e-03
"Beach",0.01
"Beacham",1.0e-03
"Beachum",1.0e-03
"Beadle",1.0e-03
"Beadles",1.0e-03
"Beagle",1.0e-03
"Beahm",1.0e-03
"Beaird",1.0e-03
"Beal",8.0e-03
"Beale",3.0e-03
"Bealer",1.0e-03
"Beall",4.0e-03
"Beals",3.0e-03
"Beam",6.0e-03
"Beaman",2.0e-03
"Beamer",1.0e-03
"Beamon",3.0e-03
"Beams",1.0e-03
"Bean",0.01
"Beane",3.0e-03
"Bear",3.0e-03
"Bearce",1.0e-03
"Beard",0.01
"Bearden",6.0e-03
"Beardsley",2.0e-03
"Beasley",0.02
"Beason",2.0e-03
"Beaton",2.0e-03
"Beattie",4.0e-03
"Beatty",0.01
"Beaty",5.0e-03
"Beaubien",1.0e-03
"Beauchamp",4.0e-03
"Beauchemin",1.0e-03
"Beauchesne",1.0e-03
"Beaudet",1.0e-03
"Beaudette",1.0e-03
"Beaudin",1.0e-03
"Beaudoin",4.0e-03
"Beaudry",2.0e-03
"Beauford",1.0e-03
"Beaufort",1.0e-03
"Beaulieu",5.0e-03
"Beaumont",1.0e-03
"Beaupre",1.0e-03
"Beauregard",3.0e-03
"Beauvais",1.0e-03
"Beaver",7.0e-03
"Beavers",6.0e-03
"Beazley",1.0e-03
"Becerra",6.0e-03
"Bechard",1.0e-03
"Becher",1.0e-03
"Bechtel",2.0e-03
"Bechtol",1.0e-03
"Bechtold",2.0e-03
"Beck",0.03
"Becker",0.02
"Beckett",4.0e-03
"Beckford",1.0e-03
"Beckham",4.0e-03
"Beckles",1.0e-03
"Beckley",2.0e-03
"Beckman",6.0e-03
"Beckmann",1.0e-03
"Beckner",1.0e-03
"Beckstead",1.0e-03
"Beckwith",4.0e-03
"Becnel",3.0e-03
"Becraft",1.0e-03
"Becton",1.0e-03
"Bedard",3.0e-03
"Bedell",2.0e-03
"Bedford",3.0e-03
"Bedgood",1.0e-03
"Bednar",1.0e-03
"Bednarz",1.0e-03
"Bedolla",1.0e-03
"Bedoya",1.0e-03
"Bedwell",2.0e-03
"Bee",1.0e-03
"Beebe",6.0e-03
"Beech",1.0e-03
"Beecham",1.0e-03
"Beecher",2.0e-03
"Beede",1.0e-03
"Beedle",1.0e-03
"Beegle",1.0e-03
"Beehler",1.0e-03
"Beekman",1.0e-03
"Beeks",1.0e-03
"Beeler",3.0e-03
"Beem",1.0e-03
"Beeman",2.0e-03
"Beene",1.0e-03
"Beer",2.0e-03
"Beerman",1.0e-03
"Beers",4.0e-03
"Beery",2.0e-03
"Beesley",1.0e-03
"Beeson",3.0e-03
"Beets",1.0e-03
"Begay",7.0e-03
"Begaye",1.0e-03
"Beggs",2.0e-03
"Begin",1.0e-03
"Begley",4.0e-03
